ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04742,2026-08-19T20:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,In Progress,Substation Field,SCADA polling timeouts overnight,Data stopped arriving during the night shift and backfilled automatically once the link recovered.,,
INC-2026-04007,2026-02-28T18:00,Payments,Gateway North,Card authorisation,ERR-4001,Critical,Resolved,Fraud Engineering,Authorisation success rate dropped,Success rate dropped from its usual level to around eighty percent over about ten minutes.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,3.6
INC-2026-04941,2026-09-01T20:00,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Closed,SCADA,Transformer temperature trending high,"Gradual rise on the trend, small each day, obvious across a month.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,18.1
INC-2026-04689,2026-05-21T17:00,Retail,Store 014 Oslo,Point of sale,ERR-6205,High,Resolved,E-commerce,Till freezing during busy period,"Cuts out repeatedly once the shop fills up, never when it is quiet.",Failing memory module. Swapped the board and soak tested through a full trading day.,4.7
INC-2026-04512,2026-02-03T10:15,Payments,Gateway Core,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,False positives spiking on new rule,Scoring calls take several seconds where they normally return almost instantly.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,14.3
INC-2026-04831,2026-03-16T10:15,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Low,Resolved,Store Systems,Printing stops partway through a sale,"Nothing comes out at all, though the terminal reports the sale completed.",Printer driver incompatible with the latest POS release. Rolled back the driver.,3.6
INC-2026-04118,2026-08-10T17:45,Retail,Store 031 Bergen,Inventory sync,ERR-6410,High,Closed,E-commerce,Stock levels out of step with warehouse,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.",Message queue backed up behind a poison message. Removed it and replayed the remainder.,3.2
INC-2026-04890,2026-03-03T18:45,Retail,DC Larvik,Receipt printer,ERR-6250,Medium,Resolved,Logistics,Printing stops partway through a sale,Printer stops halfway through and the sale has to be voided and rerun.,Printer driver incompatible with the latest POS release. Rolled back the driver.,2.0
INC-2026-04968,2026-07-10T13:30,Payments,Gateway Core,Fraud scoring,ERR-4102,Medium,Resolved,Payments Platform,Fraud model scoring slowly,Analysts are drowning in referrals that turn out to be perfectly ordinary purchases.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,12.4
INC-2026-04189,2026-05-08T09:30,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Closed,E-commerce,Lane out of service at peak,"Goes down on its own without anyone touching it, then comes back a minute later.",Failing memory module. Swapped the board and soak tested through a full trading day.,2.5
INC-2026-04095,2026-08-16T14:30,Payments,Gateway West,Card authorisation,ERR-4001,High,In Progress,Payments Platform,Elevated decline rate on card payments,Volume looks normal but far fewer of them are completing than they should.,,
INC-2026-04861,2026-09-08T14:15,Payments,Gateway Core,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,"Customers say payment spins and then fails, and a retry usually works on the second attempt.","Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",5.1
INC-2026-04597,2026-07-22T13:45,Energy,Substation Fana,SCADA link,ERR-3310,High,Resolved,Grid Operations,Outstation dropping off the system,Trend shows holes in the record overnight that filled themselves in by morning.,Radio link degraded by weather. Repointed the antenna and improved the margin.,10.6
INC-2026-04832,2026-04-26T09:30,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Overtemperature warning during evening peak,Unit runs hotter than the others on the same bus under identical load.,"Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",15.7
INC-2026-04212,2026-03-30T20:30,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Resolved,SCADA,Unit running warmer than its neighbours,Temperature creeping up over several days with no change in demand to explain it.,"Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",10.1
INC-2026-04529,2026-08-21T21:45,Payments,Scoring Cluster A,Card authorisation,ERR-4001,Critical,Resolved,Fraud Engineering,Elevated decline rate on card payments,Approval numbers fell off a cliff and have not come back on their own.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,4.0
INC-2026-04794,2026-03-02T22:00,Maritime,MV Bergen Star,Fuel system,ERR-5140,Medium,Resolved,Hull & Deck,Fuel pressure fluctuating on auxiliary engine,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,9.1
INC-2026-04166,2026-05-15T06:45,Maritime,MV Kvitøy,Fuel system,ERR-5140,Medium,Closed,Hull & Deck,Uneven running on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",Fuel filter partially blocked. Replaced the element and bled the system.,7.9
INC-2026-04701,2026-01-30T23:30,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Resolved,Substation Field,Unit running warmer than its neighbours,Thermal margin has been shrinking week on week and nobody can point at a cause.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,14.3
INC-2026-04308,2026-01-07T01:30,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Resolved,Payments Platform,Fraud model scoring slowly,Scoring calls take several seconds where they normally return almost instantly.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,5.7
INC-2026-04604,2026-01-20T20:45,Payments,Gateway North,Settlement batch,ERR-4310,High,Resolved,Payments Platform,Settlement file rejected by clearing,The run failed silently and was only noticed when the morning figures did not balance.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",19.1
INC-2026-04805,2026-06-19T19:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Resolved,Payments Platform,False positives spiking on new rule,The model is taking its time. What used to be instant now has a noticeable wait.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,15.4
INC-2026-04564,2026-08-07T23:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Closed,Grid Operations,Outstation dropping off the system,We lose sight of it for minutes at a time and then it is back as though nothing happened.,Polling interval too aggressive after a config change. Reverted to the previous setting.,3.8
INC-2026-04683,2026-03-31T19:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,Resolved,Store Systems,Lane out of service at peak,Staff lose the lane completely and have to move the queue to the next one.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,6.2
INC-2026-04953,2026-03-10T18:45,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Closed,Hull & Deck,Console blanking intermittently,Picture freezes mid update. Everything else on the bridge carries on as normal.,"Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",3.7
INC-2026-04955,2026-06-20T16:30,Energy,Substation Ålgård,SCADA link,ERR-3310,High,Closed,SCADA,Telemetry gap from remote site,Trend shows holes in the record overnight that filled themselves in by morning.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,8.5
INC-2026-04137,2026-08-31T19:30,Payments,Scoring Cluster A,Settlement batch,ERR-4310,Medium,Resolved,Payments Platform,Daily reconciliation out by a file,"The file came back rejected with a format complaint, so settlement did not post for the day.","Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",18.6
INC-2026-04497,2026-04-27T03:45,Maritime,MV Bergen Star,Navigation display,ERR-2203,High,Closed,Hull & Deck,Console blanking intermittently,"Screen locks up for around thirty seconds then returns on its own, several times per watch.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,3.0
INC-2026-04422,2026-05-04T23:45,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,SCADA polling timeouts overnight,The site went quiet. Nothing came in until it suddenly caught up in one burst.,Polling interval too aggressive after a config change. Reverted to the previous setting.,11.3
INC-2026-04180,2026-04-14T08:00,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Low,Closed,E-commerce,No receipt at end of transaction,"Nothing comes out at all, though the terminal reports the sale completed.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,4.1
INC-2026-04615,2026-04-22T02:15,Retail,DC Vestby,Inventory sync,ERR-6410,High,Resolved,E-commerce,Online availability showing items that are sold out,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,4.2
INC-2026-04204,2026-06-13T10:45,Retail,DC Larvik,Point of sale,ERR-6205,High,In Progress,E-commerce,Checkout terminal restarting unexpectedly,Screen stops accepting input at the worst moment and the sale has to be started again.,,
INC-2026-04872,2026-08-22T03:45,Payments,Gateway West,Card authorisation,ERR-4001,Medium,Closed,Fraud Engineering,Authorisation success rate dropped,Support is fielding complaints that the payment page hangs and then gives up.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,3.8
INC-2026-04320,2026-08-20T08:30,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Closed,Logistics,Checkout terminal restarting unexpectedly,Freezes solid with a customer standing there and the basket half scanned.,Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,8.7
INC-2026-04821,2026-02-14T09:00,Maritime,MV Havbris,Navigation display,ERR-2203,High,Closed,Rotating Equipment,Console blanking intermittently,"Goes black for a moment, then paints itself back in as if nothing happened.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,1.6
INC-2026-04779,2026-02-24T10:30,Maritime,MV Nordlys,Fuel system,ERR-5140,High,Resolved,Rotating Equipment,Auxiliary engine losing power intermittently,Reading is restless. It never sits still long enough to take a proper number off it.,Fuel filter partially blocked. Replaced the element and bled the system.,2.2
INC-2026-04430,2026-09-09T18:45,Payments,Gateway Core,Settlement batch,ERR-4310,High,Closed,Payments Platform,Settlement file rejected by clearing,"Nothing settled last night, and the counterparty has not received anything from us.",Downstream schema change not applied in our mapping. Updated the mapping and reran.,7.9
INC-2026-04224,2026-04-08T17:30,Energy,Substation Rong,SCADA link,ERR-3310,High,Resolved,Substation Field,Outstation dropping off the system,"Values freeze at their last figure, then jump to current once contact returns.",Radio link degraded by weather. Repointed the antenna and improved the margin.,8.1
